UID,UAge,USex,URace,UIdeo,UStance,AIFam,AIChatFreq,AIChatComf,AIForNews,EvaAIInfoConf,TrustAIInfo,CloseToSE,CloseToSM,CloseToNA,CloseToNW,IndepEvaConf,TrustNews,FactCheckFreq,FeelMisinfo,AIStance,NID,News,PreEva,PreConf,PostEva,PostConf,Truth,PoliBias,HumanTrustBias,PerceivedImprove,AIInterMean,PerceivedAIRole,AIJudge,AILackJudgeImp,GFeedback,WillRecommendAI,AIStanceLabel,AIStanceCode,UStanceLabel,UStanceCode,PreConfCode,PostConfCode,PreEvaCode,PostEvaCode,TruthCode,PerceivedImproveCode,UStanceLabel_S,AIStanceLabel_S,AIFamCode,UIdeoCode,AIChatFreqCode,IndepEvaConfCode,FactCheckFreqCode,AIChatComfCode,EvaAIInfoConfCode,TrustAIInfoCode,TrustNewsCode,FeelMisinfoCode,EngagementOverall,EngagementBehavioral,EngagementCognitive,EngagementEmotional,EngagementAutonomy,EngagementSocialPresence,ConvLength,AIEva,AICorrectness,weight,ConvRound
1272,33,Male,White,Conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Very confident,Very trustworthy,A few times a day or more,A few times a day or more,About once every few months,About once every few months,Very confident,Fully distrust,Never,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,5,"Donald Trump said Adolf Hitler ""did some good things.""",false,Extremely confident,false,Extremely confident,unsure,Democrat,Democrat,Quite a bit,Extremely meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,"I thought it was reliable, impartial, and it was trustworthy to interact with.",Very likely,Politically Neutral,0,Strong Republican,2,1.0,1.0,-1,-1,0,4,Republican,Neutral,4,-2.0,6,4.0,1,2.0,3.0,2.0,-2,4.0,Low,1,1,1,0,1,12.0,0.5,1.0,1.0,1.0
1272,33,Male,White,Conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Very confident,Very trustworthy,A few times a day or more,A few times a day or more,About once every few months,About once every few months,Very confident,Fully distrust,Never,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,12,"In the 1920s, doctors prescribed Guinness beer to pregnant women for its iron content.",false,Very confident,false,Very confident,true,Neutral,Democrat,Quite a bit,Extremely meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,"I thought it was reliable, impartial, and it was trustworthy to interact with.",Very likely,Politically Neutral,0,Strong Republican,2,0.8,0.8,-1,-1,1,4,Republican,Neutral,4,-2.0,6,4.0,1,2.0,3.0,2.0,-2,4.0,Moderate,2,2,1,1,1,17.0,0.7,0.7,1.0,2.0
1272,33,Male,White,Conservative,Strong Republican,Very familiar (I frequently use or work with AI technologies),Daily,Very comfortable,Yes,Very confident,Very trustworthy,A few times a day or more,A few times a day or more,About once every few months,About once every few months,Very confident,Fully distrust,Never,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,15,"Fox News aired a chyron that said, ""Kamala could be the oldest elected female president.""",false,Moderately confident,true,Very confident,false,Republican,Democrat,Quite a bit,Extremely meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,"I thought it was reliable, impartial, and it was trustworthy to interact with.",Very likely,Politically Neutral,0,Strong Republican,2,0.6,0.8,-1,1,-1,4,Republican,Neutral,4,-2.0,6,4.0,1,2.0,3.0,2.0,-2,4.0,Low,2,2,1,1,1,13.0,0.5,0.5,4.120115556542832,2.0
1275,24,Female,White,Slightly conservative,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,No,Somewhat confident,Neutral,About once a day,About once a day,About once a week,About once a week,Somewhat confident,Mostly trust,Never,Rarely,This AI is a GPT-4o model prompted to be politically neutral.,5,"Donald Trump said Adolf Hitler ""did some good things.""",false,Extremely confident,false,Extremely confident,unsure,Democrat,Democrat,Quite a bit,Very meaningful,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Politically Neutral,0,Somewhat Democrat,-1,1.0,1.0,-1,-1,0,4,Democrat,Neutral,3,-1.0,3,3.0,1,1.0,2.0,0.0,1,1.0,Very Low,0,0,1,0,0,3.0,0.5,1.0,1.0,1.0
1275,24,Female,White,Slightly conservative,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,No,Somewhat confident,Neutral,About once a day,About once a day,About once a week,About once a week,Somewhat confident,Mostly trust,Never,Rarely,This AI is a GPT-4o model prompted to be politically neutral.,11,Donald Trump once suggested that people inject bleach or other disinfectants into their bodies to treat COVID-19.,false,Very confident,true,Moderately confident,false,Democrat,Democrat,Quite a bit,Very meaningful,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Politically Neutral,0,Somewhat Democrat,-1,0.8,0.6,-1,1,-1,4,Democrat,Neutral,3,-1.0,3,3.0,1,1.0,2.0,0.0,1,1.0,Low,2,2,1,1,1,11.0,0.5,0.5,0.0341710693281385,1.0
1275,24,Female,White,Slightly conservative,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Somewhat comfortable,No,Somewhat confident,Neutral,About once a day,About once a day,About once a week,About once a week,Somewhat confident,Mostly trust,Never,Rarely,This AI is a GPT-4o model prompted to be politically neutral.,14,Mike Tyson says he's willing to box Olympic DUDE with all proceeds to go to a battered women's charity.,false,Moderately confident,false,Extremely confident,false,Democrat,Republican,Quite a bit,Very meaningful,Primarily as an agent trying to influence or persuade me in making determinations,I did not feel judged during our interaction,Somewhat increased my comfort by providing a judgment-free interaction,,Likely,Politically Neutral,0,Somewhat Democrat,-1,0.6,1.0,-1,-1,-1,4,Democrat,Neutral,3,-1.0,3,3.0,1,1.0,2.0,0.0,1,1.0,Low,1,1,1,0,1,4.0,0.1,0.9,1.0,1.0
1278,26,Female,White,Slightly conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Somewhat comfortable,Yes,Somewhat confident,Very trustworthy,A few times a day or more,A few times a day or more,About once a week,About once a month,Very confident,Mostly distrust,Occasionally,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,4,Microsoft Co-Founder and billionaire Bill Gates owns a farm that produces potatoes used in McDonald's french fries.,unsure,,true,Extremely confident,true,Neutral,Democrat,Quite a bit,Moderately meaningful,A mix of both a tool and an influencing agent,I felt judged during our interaction,,,Likely,Politically Neutral,0,Somewhat Republican,1,0.0,1.0,0,1,1,4,Republican,Neutral,3,-1.0,4,4.0,3,1.0,2.0,2.0,-1,4.0,Moderate,2,2,1,1,1,22.0,1.0,1.0,1.0,3.0
1278,26,Female,White,Slightly conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Somewhat comfortable,Yes,Somewhat confident,Very trustworthy,A few times a day or more,A few times a day or more,About once a week,About once a month,Very confident,Mostly distrust,Occasionally,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,8,"Former U.S. President Bill Clinton reportedly once said, ""If you live long enough, you'll make mistakes"", and, ""If you learn from them, you'll be a better person. It's how you handle adversity, not how it affects you. The main thing is never quit, never quit, never quit.""",true,Moderately confident,true,Extremely confident,true,Democrat,Republican,Quite a bit,Moderately meaningful,A mix of both a tool and an influencing agent,I felt judged during our interaction,,,Likely,Politically Neutral,0,Somewhat Republican,1,0.6,1.0,1,1,1,4,Republican,Neutral,3,-1.0,4,4.0,3,1.0,2.0,2.0,-1,4.0,Low,2,2,1,1,1,22.0,1.0,1.0,1.0,3.0
1278,26,Female,White,Slightly conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Once a week,Somewhat comfortable,Yes,Somewhat confident,Very trustworthy,A few times a day or more,A few times a day or more,About once a week,About once a month,Very confident,Mostly distrust,Occasionally,Several times a week,This AI is a GPT-4o model prompted to be politically neutral.,17,"American flags were not visible at a rally supporting U.S. Vice President Kamala Harris' campaign, held on the campus of Temple University in Philadelphia, on Oct. 28, 2024.",true,Very confident,true,Moderately confident,true,Republican,Republican,Quite a bit,Moderately meaningful,A mix of both a tool and an influencing agent,I felt judged during our interaction,,,Likely,Politically Neutral,0,Somewhat Republican,1,0.8,0.6,1,1,1,4,Republican,Neutral,3,-1.0,4,4.0,3,1.0,2.0,2.0,-1,4.0,Low,2,1,1,1,1,23.0,0.5,0.5,1.0,3.0
1281,31,Male,White,Slightly conservative,Independent,Very familiar (I frequently use or work with AI technologies),Several times a week,Very comfortable,No,Somewhat confident,Somewhat trustworthy,About once a day,About once a day,About once a week,A few times a week,Not very confident,Mostly distrust,Rarely,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,5,"Donald Trump said Adolf Hitler ""did some good things.""",unsure,,false,Moderately confident,unsure,Democrat,Democrat,Quite a bit,Moderately meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Independent,0,0.0,0.6,0,-1,0,4,Independent,Republican,4,-1.0,5,2.0,2,2.0,2.0,1.0,-1,4.0,Low,1,1,1,1,1,6.0,0.2,0.7,0.3586738989912858,1.0
1281,31,Male,White,Slightly conservative,Independent,Very familiar (I frequently use or work with AI technologies),Several times a week,Very comfortable,No,Somewhat confident,Somewhat trustworthy,About once a day,About once a day,About once a week,A few times a week,Not very confident,Mostly distrust,Rarely,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,12,"In the 1920s, doctors prescribed Guinness beer to pregnant women for its iron content.",true,Moderately confident,true,Very confident,true,Neutral,Democrat,Quite a bit,Moderately meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Independent,0,0.6,0.8,1,1,1,4,Independent,Republican,4,-1.0,5,2.0,2,2.0,2.0,1.0,-1,4.0,Low,1,1,1,1,1,3.0,1.0,1.0,0.4479615299838275,1.0
1281,31,Male,White,Slightly conservative,Independent,Very familiar (I frequently use or work with AI technologies),Several times a week,Very comfortable,No,Somewhat confident,Somewhat trustworthy,About once a day,About once a day,About once a week,A few times a week,Not very confident,Mostly distrust,Rarely,Several times a week,This AI is a GPT-4o model prompted to be somewhat republican.,16,"Pete Hegseth (TV presenter and former Army National Guard officer) said ""Germs are not a real thing. I can't see them, therefore they are not real.""",false,Moderately confident,true,Moderately confident,true,Republican,Democrat,Quite a bit,Moderately meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,"Significantly increased my comfort, especially when discussing opposing viewpoints",,Likely,Somewhat Republican,1,Independent,0,0.6,0.6,-1,1,1,4,Independent,Republican,4,-1.0,5,2.0,2,2.0,2.0,1.0,-1,4.0,Low,1,1,1,1,1,7.0,0.5,0.5,0.9604020815397586,1.0
1284,48,Female,Korean,Slightly conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,Maybe,Not very confident,Neutral,A few times a day or more,A few times a day or more,About once a day,About once a week,Somewhat confident,Mostly trust,Rarely,A few times a month,This AI is a GPT-4o model prompted to be politically neutral.,6,"Medieval Italian man Bartelomeo Colleoni's last name meant ""balls"" in Italian and his coat of arms featured testicle-inspired symbols.",unsure,,true,Slightly confident,true,Neutral,Republican,Somewhat,Moderately meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,,Likely,Politically Neutral,0,Somewhat Republican,1,0.0,0.4,0,1,1,3,Republican,Neutral,3,-1.0,5,3.0,2,1.0,1.0,0.0,1,2.0,Moderate,2,2,1,1,1,11.0,1.0,1.0,1.239855533782389,2.0
1284,48,Female,Korean,Slightly conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,Maybe,Not very confident,Neutral,A few times a day or more,A few times a day or more,About once a day,About once a week,Somewhat confident,Mostly trust,Rarely,A few times a month,This AI is a GPT-4o model prompted to be politically neutral.,8,"Former U.S. President Bill Clinton reportedly once said, ""If you live long enough, you'll make mistakes"", and, ""If you learn from them, you'll be a better person. It's how you handle adversity, not how it affects you. The main thing is never quit, never quit, never quit.""",false,Slightly confident,true,Slightly confident,true,Democrat,Republican,Somewhat,Moderately meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,,Likely,Politically Neutral,0,Somewhat Republican,1,0.4,0.4,-1,1,1,3,Republican,Neutral,3,-1.0,5,3.0,2,1.0,1.0,0.0,1,2.0,Moderate,2,2,1,1,1,15.0,1.0,1.0,1.0,2.0
1284,48,Female,Korean,Slightly conservative,Not very strong Republican,Somewhat familiar (I have used AI-powered tools a few times),Several times a week,Somewhat comfortable,Maybe,Not very confident,Neutral,A few times a day or more,A few times a day or more,About once a day,About once a week,Somewhat confident,Mostly trust,Rarely,A few times a month,This AI is a GPT-4o model prompted to be politically neutral.,13,Donald Trump's Hollywood Walk of Fame star had a drain installed due to people repeatedly urinating on it.,false,Moderately confident,false,Moderately confident,false,Democrat,Democrat,Somewhat,Moderately meaningful,A mix of both a tool and an influencing agent,I did not feel judged during our interaction,Had no effect on my comfort level,,Likely,Politically Neutral,0,Somewhat Republican,1,0.6,0.6,-1,-1,-1,3,Republican,Neutral,3,-1.0,5,3.0,2,1.0,1.0,0.0,1,2.0,Low,2,2,1,1,1,5.0,1.0,0.0,0.6021140330494007,1.0
1287,67,Male,White,Moderate,Not very strong Democrat,Somewhat familiar (I have used AI-powered tools a few times),A few times a month,Neutral,No,Not very confident,Neutral,A few times a week,About once every few months,A few times a week,A few times a week,Somewhat confident,Neutral,Rarely,A few times a month,This AI is a GPT-4o model prompted to be somewhat democrat.,1,Silent-era film actor Charlie Chaplin once lost a Charlie Chaplin look-alike contest.,true,Moderately confident,true,Moderately confident,unsure,Neutral,Republican,Not at all,Slightly meaningful,Neither as a tool nor as an influencing agent,I did not feel judged during our interaction,Not sure,,Unlikely,Somewhat Democrat,-1,Somewhat Democrat,-1,0.6,0.6,1,1,0,1,Democrat,Democrat,3,0.0,3,3.0,2,0.0,1.0,0.0,0,2.0,Low,1,1,1,1,1,5.0,0.7,0.8,1.3413059807821237,1.0
